CODFILIAL,SEGMENTO,CATEGORIA,CATEGORIA2,FATURAMENTO,MARGEM,Mes
15,FLV NACIONAIS,ALHO,TUBERCULOS,13014,-11.1193026740433%,Abr
04,FLV NACIONAIS,ALHO,TUBERCULOS,13308.9,37.0389752721863%,Abr
01,FLV NACIONAIS,ALHO,TUBERCULOS,14400,44.3661538194444%,Jan
02,FLV NACIONAIS,ALHO,TUBERCULOS,15064,17.8500192511949%,Mar
21,FLV NACIONAIS,ALHO,TUBERCULOS,16792,18.4355787875179%,Jan
01,FLV IMPORTADOS,ALHO,TUBERCULOS,19310,34.0028586224754%,Abr
02,FLV NACIONAIS,ALHO,TUBERCULOS,33263.88,24.3212342336492%,Fev
05,FLV NACIONAIS,ALHO,TUBERCULOS,33685.2,35.0557505076414%,Abr
21,FLV NACIONAIS,ALHO,TUBERCULOS,48468.8,5.80416135740928%,Fev
01,FLV NACIONAIS,ALHO,TUBERCULOS,51850,20.0030250916104%,Fev
13,FLV NACIONAIS,ALHO,TUBERCULOS,52731.5,29.7976996102899%,Mar
02,FLV NACIONAIS,ALHO,TUBERCULOS,54462.72,16.7243480310935%,Jan
13,FLV NACIONAIS,ALHO,TUBERCULOS,56913.9,28.7545327415622%,Fev
01,FLV IMPORTADOS,ALHO,TUBERCULOS,62410,41.1096447844897%,Mar
09,FLV NACIONAIS,ALHO,TUBERCULOS,69746.74,30.6012009306815%,Abr
15,FLV NACIONAIS,ALHO,TUBERCULOS,73312.5,11.7753994612106%,Mar
11,FLV NACIONAIS,ALHO,TUBERCULOS,87689,20.0865046128933%,Mar
04,FLV NACIONAIS,ALHO,TUBERCULOS,89828.32,24.3473981813308%,Mar
13,FLV NACIONAIS,ALHO,TUBERCULOS,89856.1,33.4132469470631%,Jan
11,FLV NACIONAIS,ALHO,TUBERCULOS,95679.02,12.4926038853658%,Fev
09,FLV NACIONAIS,ALHO,TUBERCULOS,100733.62,35.6052985388592%,Fev
15,FLV NACIONAIS,ALHO,TUBERCULOS,102010,10.2869337025782%,Jan
10,FLV NACIONAIS,ALHO,TUBERCULOS,111820.33,34.6095435329157%,Mar
11,FLV NACIONAIS,ALHO,TUBERCULOS,111858,26.1057272702891%,Jan
05,FLV NACIONAIS,ALHO,TUBERCULOS,115179.15,36.1189809527158%,Fev
04,FLV NACIONAIS,ALHO,TUBERCULOS,127927.63,35.1971876364785%,Fev
09,FLV NACIONAIS,ALHO,TUBERCULOS,131200.88,36.8052221677172%,Jan
05,FLV NACIONAIS,ALHO,TUBERCULOS,132130.2,34.9358912421233%,Mar
10,FLV NACIONAIS,ALHO,TUBERCULOS,135922.53,24.9953092176845%,Fev
10,FLV NACIONAIS,ALHO,TUBERCULOS,141090.88,35.4878767500777%,Jan
04,FLV NACIONAIS,ALHO,TUBERCULOS,142133.31,32.6607652069737%,Jan
09,FLV NACIONAIS,ALHO,TUBERCULOS,144814.42,34.0938216097541%,Mar
01,FLV IMPORTADOS,ALHO,TUBERCULOS,145554,26.4059527048381%,Jan
01,FLV IMPORTADOS,ALHO,TUBERCULOS,163665,30.1211851464883%,Fev
05,FLV NACIONAIS,ALHO,TUBERCULOS,169112.99,33.8963057598355%,Jan
15,FLV NACIONAIS,ALHO,TUBERCULOS,175838.8,17.1163275682046%,Fev
03,FLV NACIONAIS,ALHO,TUBERCULOS,535600,12%,Jan
03,FLV NACIONAIS,ALHO,TUBERCULOS,562400,12%,Fev
03,FLV NACIONAIS,ALHO,TUBERCULOS,947800,12%,Mar
05,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,-58.5,30.7692307692308%,Mar
13,FLV NACIONAIS,ALFACE,VERDURAS - ORGANICAS,18,11.3026666666667%,Jan
13,SEGMENTO ORGANICOS,ALFACE,VERDURAS,50,32%,Mar
13,FLV NACIONAIS,ALFACE,VERDURAS - ORGANICAS,55.55,36.7816741674167%,Fev
04,FLV NACIONAIS,ALFACE,VERDURAS - ORGANICAS,77,50.6513116883117%,Jan
10,FLV NACIONAIS,ALFACE,VERDURAS,92,44.5652173913043%,Abr
05,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,95.5,29.3193717277487%,Jan
05,FLV NACIONAIS,ALFACE,VERDURAS - ORGANICAS,117,30.7692307692308%,Mar
05,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,120.6,32.8358208955224%,Fev
05,FLV NACIONAIS,ALFACE,VERDURAS - ORGANICAS,160.8,32.8358208955224%,Jan
05,FLV NACIONAIS,ALFACE,VERDURAS - ORGANICAS,201,32.8358208955224%,Fev
10,FLV NACIONAIS,ALFACE,VERDURAS,282,40.3191489361702%,Fev
04,FLV NACIONAIS,ALFACE,VERDURAS - ORGANICAS,294.5,46.655259762309%,Mar
10,FLV NACIONAIS,ALFACE,VERDURAS,367.2,41.6666666666667%,Mar
13,FLV NACIONAIS,ALFACE,VERDURAS - ORGANICAS,376.63,15.23976050766%,Mar
04,FLV NACIONAIS,ALFACE,VERDURAS - ORGANICAS,398,45.8067964824121%,Fev
10,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,412.5,22.7272727272727%,Fev
19,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,415.35,42.0368364030336%,Mar
10,FLV NACIONAIS,ALFACE,VERDURAS,475.6,45.6686291000841%,Jan
10,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,517,25.8377330754352%,Jan
10,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,1228.15,22.4850384724993%,Mar
11,FLV NACIONAIS,ALFACE,VERDURAS,1381.5,27.0620340209917%,Abr
04,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,2352.71,55.6905598225026%,Abr
13,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,3135.85,30.3166672513035%,Abr
13,FLV NACIONAIS,ALFACE,VERDURAS,3789.3,9.66162272715276%,Abr
05,FLV NACIONAIS,ALFACE,VERDURAS,3938.75,19.4368363059346%,Abr
11,FLV NACIONAIS,ALFACE,VERDURAS,6680.65,39.2889314662495%,Fev
11,FLV NACIONAIS,ALFACE,VERDURAS,7257.85,33.4777935614541%,Mar
11,FLV NACIONAIS,ALFACE,VERDURAS,7273.5,40.9474118374923%,Jan
05,FLV NACIONAIS,ALFACE,VERDURAS,14667.3,25.8628803528938%,Jan
04,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,14913.21,52.5811206976902%,Jan
13,FLV NACIONAIS,ALFACE,VERDURAS,15543.6,13.4587685606938%,Fev
13,FLV NACIONAIS,ALFACE,VERDURAS,15768.8,4.25738077723104%,Jan
13,FLV NACIONAIS,ALFACE,VERDURAS,16669.2,10.2295059750918%,Mar
04,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,17635.45,55.871564320729%,Fev
05,FLV NACIONAIS,ALFACE,VERDURAS,18324.1,18.6989571111268%,Fev
04,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,21417.03,55.8218220266769%,Mar
05,FLV NACIONAIS,ALFACE,VERDURAS,22951.75,26.7635158103413%,Mar
13,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,23117.75,9.16110473553857%,Jan
13,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,24729.6,29.253801395898%,Fev
13,SEGMENTO ORGANICOS,ALFACE,VERDURAS - ORGANICAS,45155.55,31.9694267260613%,Mar
23,FLV NACIONAIS,ALECRIM,PLANTAS,44.5,29.2134831460674%,Abr
13,FLV NACIONAIS,ALECRIM,PLANTAS,60,33.3333333333333%,Abr
23,FLV NACIONAIS,ALECRIM,PLANTAS,70.5,32.3404255319149%,Mar
13,FLV NACIONAIS,ALECRIM,PLANTAS,138,33.3333333333333%,Fev
13,FLV NACIONAIS,ALECRIM,PLANTAS,327,26.3914373088685%,Jan
13,FLV NACIONAIS,ALECRIM,PLANTAS,354,33.3333333333333%,Mar
13,FLV NACIONAIS,ALECRIM,TEMPEROS,453.6,9.52380952380953%,Abr
09,FLV NACIONAIS,ALECRIM,PLANTAS,629.64,37.0883457213646%,Abr
13,FLV NACIONAIS,ALECRIM,TEMPEROS,1046,13.1035707456979%,Jan
09,FLV NACIONAIS,ALECRIM,PLANTAS,1219.16,35.4756840775616%,Mar
13,FLV NACIONAIS,ALECRIM,TEMPEROS,1259.1,16.0829163688349%,Mar
13,FLV NACIONAIS,ALECRIM,TEMPEROS,1476,25.2981029810298%,Fev
10,FLV NACIONAIS,ALCACHOFRA,PLANTAS,-75,53.3333333333333%,Fev
13,FLV NACIONAIS,ALCACHOFRA,PLANTAS,60,20%,Mar
13,FLV NACIONAIS,ALCACHOFRA,PLANTAS,357.5,29.751379020979%,Fev
13,FLV NACIONAIS,ALCACHOFRA,PLANTAS,385,-0.621519480519472%,Jan
10,FLV NACIONAIS,ALCACHOFRA,PLANTAS,400,53.3333325%,Jan
11,FLV NACIONAIS,AIPIM,TUBERCULOS,60,0%,Jan
13,SEGMENTO ORGANICOS,AGRIAO,VERDURAS,6.3,28.5714285714286%,Mar
10,FLV NACIONAIS,AGRIAO,VERDURAS,16.8,46.4285714285714%,Abr
23,FLV NACIONAIS,AGRIAO,VERDURAS,52,21.1538461538462%,Mar
10,FLV NACIONAIS,AGRIAO,VERDURAS,56,46.4285714285714%,Jan
10,FLV NACIONAIS,AGRIAO,VERDURAS,75.6,46.4285714285714%,Fev
10,FLV NACIONAIS,AGRIAO,VERDURAS,92.4,46.4285714285714%,Mar
11,FLV NACIONAIS,AGRIAO,VERDURAS,108.6,44.2721915285451%,Abr
11,FLV NACIONAIS,AGRIAO,VERDURAS,435,45.9494252873563%,Jan
11,FLV NACIONAIS,AGRIAO,VERDURAS,478.8,43.1182121971596%,Fev
11,FLV NACIONAIS,AGRIAO,VERDURAS,484.2,41.8819083023544%,Mar
13,FLV NACIONAIS,AGRIAO,VERDURAS,752,20%,Abr
13,FLV NACIONAIS,AGRIAO,VERDURAS,1654.8,11.1554266376601%,Fev
13,FLV NACIONAIS,AGRIAO,VERDURAS,2658.5,5.62593266879821%,Jan
13,FLV NACIONAIS,AGRIAO,VERDURAS,3773.2,11.6002332237889%,Mar
04,SEGMENTO ORGANICOS,ACEROLA,FRUTAS/FRUTOS,66.56,68.8401442307692%,Abr
11,FLV NACIONAIS,ACEROLA,FRUTAS/FRUTOS,75.01,20.0106652446341%,Fev
15,FLV NACIONAIS,ACEROLA,FRUTAS/FRUTOS,127.68,60.8395989974937%,Fev
04,SEGMENTO ORGANICOS,ACEROLA,FRUTAS/FRUTOS,181.28,49.1025650926743%,Mar
04,SEGMENTO ORGANICOS,ACEROLA,FRUTAS/FRUTOS,201.32,34.2340552354461%,Fev
04,SEGMENTO ORGANICOS,ACEROLA,FRUTAS/FRUTOS,212.44,44.5893946526078%,Jan
10,FLV NACIONAIS,ACELGA,VERDURAS,6.9,56.5217391304348%,Fev
13,SEGMENTO ORGANICOS,ACELGA,VERDURAS,9,33.3333333333333%,Jan
10,FLV NACIONAIS,ACELGA,VERDURAS,13.8,56.5217391304348%,Abr
13,FLV NACIONAIS,ACELGA,VERDURAS - ORGANICAS,14,28.5714285714286%,Fev
13,FLV NACIONAIS,ACELGA,VERDURAS,20,40%,Abr
04,FLV NACIONAIS,ACELGA,VERDURAS - ORGANICAS,22.5,66.9760888888889%,Mar
05,SEGMENTO ORGANICOS,ACELGA,VERDURAS - ORGANICAS,22.8,33.3333333333334%,Fev
10,SEGMENTO ORGANICOS,ACELGA,VERDURAS - ORGANICAS,22.8,60.5263157894737%,Fev
13,FLV NACIONAIS,ACELGA,VERDURAS - ORGANICAS,26,23.0769230769231%,Mar
10,FLV NACIONAIS,ACELGA,VERDURAS,27.96,57.0815450643777%,Mar
15,FLV NACIONAIS,ACELGA,VERDURAS,52,32.6923076923077%,Abr
11,FLV NACIONAIS,ACELGA,VERDURAS,69.6,41.451724137931%,Abr
10,FLV NACIONAIS,ACELGA,VERDURAS,69.92,57.0938215102975%,Jan
15,FLV NACIONAIS,ACELGA,VERDURAS,87,31.0344827586207%,Jan
15,FLV NACIONAIS,ACELGA,VERDURAS,94,25.531914893617%,Fev
23,FLV NACIONAIS,ACELGA,VERDURAS,99,23.2323232323232%,Jan
13,FLV NACIONAIS,ACELGA,VERDURAS,164,31.7073170731707%,Fev
23,FLV NACIONAIS,ACELGA,VERDURAS,245.2,23.3278955954323%,Fev
23,FLV NACIONAIS,ACELGA,VERDURAS,297,3.03030303030303%,Abr
11,FLV NACIONAIS,ACELGA,VERDURAS,300,34.0466666666667%,Jan
13,FLV NACIONAIS,ACELGA,VERDURAS,317,30.6143722397476%,Mar
11,FLV NACIONAIS,ACELGA,VERDURAS,377.6,36.2314618644068%,Fev
24,FLV NACIONAIS,ACELGA,VERDURAS,446.4,10.0179211469534%,Jan
13,SEGMENTO ORGANICOS,ACELGA,VERDURAS - ORGANICAS,460.35,33.2298664059954%,Jan
11,FLV NACIONAIS,ACELGA,VERDURAS,467.6,31.6252587681779%,Mar
04,SEGMENTO ORGANICOS,ACELGA,VERDURAS - ORGANICAS,548.8,66.6667984693877%,Mar
13,FLV NACIONAIS,ACELGA,VERDURAS,574.5,84.5778938207137%,Jan
13,SEGMENTO ORGANICOS,ACELGA,VERDURAS - ORGANICAS,675.55,25.9862334394197%,Mar
21,FLV NACIONAIS,ACELGA,VERDURAS,692,25.6764378612717%,Fev
24,FLV NACIONAIS,ACELGA,VERDURAS,750,-141.893333333333%,Fev
13,SEGMENTO ORGANICOS,ACELGA,VERDURAS - ORGANICAS,886.55,32.8859060402684%,Fev
04,SEGMENTO ORGANICOS,ACELGA,VERDURAS - ORGANICAS,989.52,68.0863428733123%,Jan
24,FLV NACIONAIS,ACELGA,VERDURAS,1575,-52.6844444444445%,Mar
16,FLV NACIONAIS,ACELGA,VERDURAS,1702.5,23.4140135095448%,Abr
04,SEGMENTO ORGANICOS,ACELGA,VERDURAS - ORGANICAS,1706.12,67.2648793754249%,Fev
21,FLV NACIONAIS,ACELGA,VERDURAS,1956,22.1664994887526%,Jan
16,FLV NACIONAIS,ACELGA,VERDURAS,2243.5,27.4288607087141%,Fev
16,FLV NACIONAIS,ACELGA,VERDURAS,3635.94,27.7648619064121%,Jan
04,FLV NACIONAIS,ACELGA,VERDURAS,3755.6,39.328879273618%,Abr
05,FLV NACIONAIS,ACELGA,VERDURAS,4377.55,33.6708453358614%,Abr
16,FLV NACIONAIS,ACELGA,VERDURAS,4780.7,32.9731796598825%,Mar
09,FLV NACIONAIS,ACELGA,VERDURAS,8297.94,29.277119260925%,Abr
05,FLV NACIONAIS,ACELGA,VERDURAS,8298.9,22.346266131656%,Jan
04,FLV NACIONAIS,ACELGA,VERDURAS,10094.6,27.5071244031463%,Jan
05,FLV NACIONAIS,ACELGA,VERDURAS,13391.2,28.6170287950295%,Fev
05,FLV NACIONAIS,ACELGA,VERDURAS,16842.75,27.1376426058691%,Mar
04,FLV NACIONAIS,ACELGA,VERDURAS,19301.21,37.1843295834821%,Fev
09,FLV NACIONAIS,ACELGA,VERDURAS,20391.46,37.9614153670211%,Jan
09,FLV NACIONAIS,ACELGA,VERDURAS,23410.11,38.2479022524883%,Fev
04,FLV NACIONAIS,ACELGA,VERDURAS,23786.33,34.0034231005792%,Mar
09,FLV NACIONAIS,ACELGA,VERDURAS,34052.25,29.3067249300707%,Mar
13,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,-66.65,162.559084771193%,Abr
05,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,-32.9,31.6109422492401%,Mar
04,FLV NACIONAIS,ABOBRINHA,VERDURAS - ORGANICAS,5,47.4286%,Jan
13,SEGMENTO ORGANICOS,ABOBRINHA,FRUTAS/FRUTOS,11.5,46.9708695652174%,Jan
13,SEGMENTO ORGANICOS,ABOBRINHA,FRUTAS/FRUTOS,17.5,69.16%,Mar
13,FLV NACIONAIS,ABOBRINHA,VERDURAS - ORGANICAS,32.8,30.5566158536585%,Fev
05,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,40.2,32.8358208955224%,Fev
10,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,51.3,55.2631578947368%,Jan
10,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,51.3,62.5730994152047%,Fev
05,FLV NACIONAIS,ABOBRINHA,VERDURAS - ORGANICAS,53.6,32.8358208955224%,Abr
04,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,102.83,45.35568413887%,Abr
05,FLV NACIONAIS,ABOBRINHA,VERDURAS - ORGANICAS,106,32.0754716981132%,Jan
05,FLV NACIONAIS,ABOBRINHA,VERDURAS - ORGANICAS,107.2,32.8358208955224%,Fev
13,FLV NACIONAIS,ABOBRINHA,VERDURAS - ORGANICAS,125,19.560384%,Jan
24,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,150,0%,Jan
23,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,152.5,17.1403540983607%,Fev
10,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,162.2,53.3356473489519%,Mar
24,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,184.88,4.4669353093899%,Fev
09,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,242.2,34.971098265896%,Mar
13,FLV NACIONAIS,ABOBRINHA,VERDURAS - ORGANICAS,317.03,40.1745292243636%,Mar
19,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,387.66,60.5633802816902%,Mar
05,FLV NACIONAIS,ABOBRINHA,VERDURAS - ORGANICAS,433.9,36.7365752477529%,Mar
23,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,497.27,-1.80585999557585%,Jan
02,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,690,21.0144927536232%,Jan
15,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,755.8,0.840968510187878%,Jan
02,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,795,30.188679245283%,Fev
13,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,817,66.5657246022032%,Abr
15,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,878.98,35.8014926391954%,Fev
04,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,885.53,58.6342924576243%,Jan
04,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,1106.79,32.5924086773462%,Mar
04,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,1135.97,51.7164000809881%,Fev
02,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,1356.5,27.0917803169923%,Mar
11,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,1487.34,33.1612637325696%,Abr
13,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,2052.3,48.5209735418799%,Jan
15,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,2265.4,30.1708466495983%,Mar
09,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,2499.46,15.1996587262849%,Abr
21,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,2729,31.0036258702821%,Jan
10,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,3834.64,43.5276299730874%,Abr
13,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,3878.4,54.822953279703%,Fev
13,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,4462.35,46.4780588703261%,Fev
21,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,4620.13,18.8878488267646%,Fev
11,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,6252.18,26.6778347712318%,Fev
13,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,6376.2,63.991298579091%,Mar
13,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,6772.5,54.0816708748616%,Jan
11,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,6863.96,26.0713579333213%,Mar
11,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,7709.56,35.8416396007035%,Jan
04,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,9816.19,35.9677458362155%,Abr
05,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,10425.49,36.4770040544857%,Abr
13,SEGMENTO ORGANICOS,ABOBRINHA,VERDURAS - ORGANICAS,10847.59,63.791564946684%,Mar
10,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,16727.53,40.7247065167422%,Mar
10,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,16798.03,40.5893649433892%,Fev
09,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,16867.66,40.3286827574187%,Jan
10,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,16883.94,37.224952943448%,Jan
09,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,17553.09,22.6588425171864%,Fev
09,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,18817.28,15.571052033025%,Mar
05,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,54138.98,47.5371049473041%,Jan
04,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,56346.2700000001,30.9945939811102%,Mar
05,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,58669.0999999999,39.28799587858%,Fev
04,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,59465.2600000001,43.9152783322566%,Fev
04,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,59782.2900000002,44.5981898318048%,Jan
05,FLV NACIONAIS,ABOBRINHA,FRUTAS/FRUTOS,76132.6599999999,44.0014564314448%,Mar
13,SEGMENTO ORGANICOS,ABOBORA,FRUTAS/FRUTOS - ORGANICOS,19.5,46.1538461538462%,Abr
02,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,55,18.1818181818182%,Abr
15,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,64,50.090625%,Abr
24,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,80,-91.9625%,Jan
24,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,98,100%,Mar
15,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,100.52,42.9428571428571%,Fev
02,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,153.8,28.4785435630689%,Fev
15,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,172,24.4186046511628%,Mar
13,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS - ORGANICOS,184.5,38.9697723577236%,Jan
13,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS - ORGANICOS,208.55,56.7199136897627%,Fev
13,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS - ORGANICOS,217.6,58.6234053308824%,Mar
02,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,336,13.6904761904762%,Jan
04,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,336.66,48.0866244876136%,Abr
05,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,358.4,37.3298297991072%,Abr
21,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,392,22.8724795918367%,Jan
15,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,566,39.9379823321555%,Jan
02,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,576.8,25.0537205270458%,Mar
09,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,641.98,47.7400806878719%,Abr
11,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,738.9,29.533631073217%,Abr
11,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,1203.67,30.2861390580475%,Fev
11,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,1216.24,31.3457870157206%,Mar
13,SEGMENTO ORGANICOS,ABOBORA,FRUTAS/FRUTOS - ORGANICOS,1312.7,77.3306079073665%,Jan
11,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,1835.2,31.3426329555362%,Jan
13,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,2231.6,41.7437193045349%,Abr
05,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,2260.55,42.9251845789741%,Jan
09,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,2351.26,35.4688196966733%,Jan
05,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,2366.18,44.0561554911292%,Mar
21,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,2736.16,21.3355750394714%,Fev
13,SEGMENTO ORGANICOS,ABOBORA,FRUTAS/FRUTOS - ORGANICOS,2743.35,98.8385452093244%,Fev
04,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,2900.65,35.3690417665006%,Fev
09,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,3049.3,49.5454533827436%,Fev
05,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,3370.23,47.9847479252158%,Fev
04,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,3474.35,49.1018530084764%,Mar
09,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,3546.62,49.2608838838105%,Mar
04,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,3696.07,39.7892859172039%,Jan
19,FLV IMPORTADOS,ABOBORA,FRUTAS/FRUTOS,4104,27.7369734405458%,Mar
13,SEGMENTO ORGANICOS,ABOBORA,FRUTAS/FRUTOS - ORGANICOS,4322.75,92.667719391591%,Mar
13,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,4818.6,51.0156503963807%,Jan
13,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,7372.3,35.394461701233%,Mar
13,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,7611.65,43.3861771100878%,Fev
10,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,16121.9,16.3979438527717%,Abr
10,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,42124.85,31.708235827546%,Jan
10,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,58486.31,46.9688768534039%,Mar
10,FLV NACIONAIS,ABOBORA,FRUTAS/FRUTOS,61304.59,41.034856248121%,Fev
14,ALIMENTOS INDUSTRIALIZADOS,ABACAXI,CONSERVAS,-1923.51,57.0108608741311%,Fev
23,FLV NACIONAIS,ABACAXI,FRUTAS/FRUTOS,-285.64,16.086493488307%,Abr
13,SEGMENTO ORGANICOS,ABACAXI,FRUTAS/FRUTOS,7.5,15.1165333333333%,Jan
04,SEGMENTO ORGANICOS,ABACAXI,FRUTAS/FRUTOS,93.93,31.1074842968168%,Jan
02,FLV NACIONAIS,ABACAXI,FRUTAS/FRUTOS,111,20.816%,Abr
13,SEGMENTO ORGANICOS,ABACAXI,FRUTAS/FRUTOS - ORGANICOS,161,34.1651304347826%,Fev
04,SEGMENTO ORGANICOS,ABACAXI,FRUTAS/FRUTOS,162,24.9190432098765%,Mar
13,FLV NACIONAIS,ABACAXI,FRUTAS/FRUTOS - ORGANICOS,422.5,32.033249704142%,Mar
16,FLV NACIONAIS,ABACAXI,FRUTAS/FRUTOS,566.3,24.8684425216316%,Mar
13,FLV IMPORTADOS,ABACAXI,FRUTAS/FRUTOS,600,21.0236016666667%,Jan
