CODFILIAL,SEGMENTO,CATEGORIA,CATEGORIA2,FATURAMENTO,MARGEM,Mes
13,SEGMENTO ORGANICOS,BATATA,TUBERCULOS - ORGANICOS,1191.95,48.5331129661479%,Mar
02,FLV NACIONAIS,BATATA,FRUTAS/FRUTOS,1260,22.3761873015873%,Abr
04,SEGMENTO ORGANICOS,BATATA,TUBERCULOS - ORGANICOS,1262.99,55.5888478926991%,Mar
21,FLV NACIONAIS,BATATA,TUBERCULOS,1304.89,35.0619592456069%,Abr
05,FLV NACIONAIS,BATATA,FRUTAS/FRUTOS,1395.02,30.3861227796017%,Jan
05,FLV NACIONAIS,BATATA,FRUTAS/FRUTOS,1560,55.3033878205128%,Mar
05,FLV NACIONAIS,BATATA,FRUTAS/FRUTOS,1909.2,54.1802482715273%,Fev
11,FLV NACIONAIS,BATATA,FRUTAS/FRUTOS,1960.48,13.7966212356158%,Mar
11,FLV NACIONAIS,BATATA,FRUTAS/FRUTOS,2599.46,11.7124325821517%,Jan
21,FLV NACIONAIS,BATATA,TUBERCULOS,3063.25,8.9254729454011%,Mar
23,FLV NACIONAIS,BATATA,TUBERCULOS,3794.5,0.707665832125459%,Jan
02,FLV NACIONAIS,BATATA,FRUTAS/FRUTOS,4783,23.5595659627849%,Fev
02,FLV NACIONAIS,BATATA,FRUTAS/FRUTOS,4990,21.9830440881764%,Mar
02,FLV NACIONAIS,BATATA,FRUTAS/FRUTOS,5316,14.4400833333333%,Jan
24,FLV NACIONAIS,BATATA,TUBERCULOS,5791.25,8.88008512842651%,Mar
16,FLV NACIONAIS,BATATA,TUBERCULOS,10796.2,17.2733396009707%,Abr
11,FLV NACIONAIS,BATATA,TUBERCULOS,11302.02,34.9360137391369%,Abr
15,FLV NACIONAIS,BATATA,TUBERCULOS,13602,29.3121666666667%,Jan
16,FLV NACIONAIS,BATATA,TUBERCULOS,14838.05,21.0240781639097%,Mar
16,FLV NACIONAIS,BATATA,TUBERCULOS,15753.2,16.558962623467%,Fev
24,FLV NACIONAIS,BATATA,TUBERCULOS,20186,46.9181237491331%,Jan
24,FLV NACIONAIS,BATATA,TUBERCULOS,33418.5,13.5392739350958%,Fev
13,FLV NACIONAIS,BATATA,TUBERCULOS,34714.1,26.1646022509585%,Abr
16,FLV NACIONAIS,BATATA,TUBERCULOS,37823.48,19.4101982155%,Jan
11,FLV NACIONAIS,BATATA,TUBERCULOS,41132.61,23.911870314089%,Fev
11,FLV NACIONAIS,BATATA,TUBERCULOS,45988.39,31.241766367555%,Jan
11,FLV NACIONAIS,BATATA,TUBERCULOS,50242.2,29.389304489055%,Mar
15,FLV NACIONAIS,BATATA,TUBERCULOS,50448.5,24.9415109468071%,Abr
02,FLV NACIONAIS,BATATA,TUBERCULOS,89922.32,23.2435970179595%,Abr
13,FLV NACIONAIS,BATATA,TUBERCULOS,103621.94,28.1063703208027%,Fev
15,FLV NACIONAIS,BATATA,TUBERCULOS,113341.62,20.6578103612777%,Mar
13,FLV NACIONAIS,BATATA,TUBERCULOS,118453.97,29.5656349888484%,Mar
10,FLV NACIONAIS,BATATA,TUBERCULOS,123700.65,26.7678749060736%,Abr
21,FLV NACIONAIS,BATATA,TUBERCULOS,124791.92,28.7513335078106%,Fev
13,FLV NACIONAIS,BATATA,TUBERCULOS,127393.87,28.7694117621201%,Jan
15,FLV NACIONAIS,BATATA,TUBERCULOS,155368.62,15.8035560526958%,Fev
02,FLV NACIONAIS,BATATA,TUBERCULOS,158348.71,15.0577481117465%,Jan
02,FLV NACIONAIS,BATATA,TUBERCULOS,216311.17,18.634834248273%,Fev
02,FLV NACIONAIS,BATATA,TUBERCULOS,222145.44,14.5792410143553%,Mar
21,FLV NACIONAIS,BATATA,TUBERCULOS,225499.91,27.0382384720243%,Jan
09,FLV NACIONAIS,BATATA,TUBERCULOS,242859.51,-41.3518287836452%,Abr
04,FLV NACIONAIS,BATATA,TUBERCULOS,310917.88,21.0114798769374%,Abr
10,FLV NACIONAIS,BATATA,TUBERCULOS,394070.38,17.6480483460848%,Mar
05,FLV NACIONAIS,BATATA,TUBERCULOS,396703.08,24.9560595218972%,Abr
10,FLV NACIONAIS,BATATA,TUBERCULOS,401447.65,24.8534805023769%,Fev
09,FLV NACIONAIS,BATATA,TUBERCULOS,477459,24.3750712668526%,Fev
10,FLV NACIONAIS,BATATA,TUBERCULOS,509635.69,36.0347737812475%,Jan
09,FLV NACIONAIS,BATATA,TUBERCULOS,532526.55,23.420002146372%,Jan
09,FLV NACIONAIS,BATATA,TUBERCULOS,566240.73,24.7056147214986%,Mar
05,FLV NACIONAIS,BATATA,TUBERCULOS,1073464.22,26.5242638604201%,Fev
04,FLV NACIONAIS,BATATA,TUBERCULOS,1138921.22,28.8926081357936%,Fev
05,FLV NACIONAIS,BATATA,TUBERCULOS,1162462.29,27.0987289127458%,Jan
04,FLV NACIONAIS,BATATA,TUBERCULOS,1255262.25,27.6639284101789%,Jan
05,FLV NACIONAIS,BATATA,TUBERCULOS,1278133.4,26.4383500384235%,Mar
04,FLV NACIONAIS,BATATA,TUBERCULOS,1294104.71,25.5443671795305%,Mar
21,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,-316,25.3081708860759%,Mar
23,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,-120,20.686275%,Abr
13,FLV IMPORTADOS,BANANA,FRUTAS/FRUTOS,48,27.3985%,Jan
24,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,49.95,75.0750750750751%,Fev
23,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,63,22.2222222222222%,Mar
13,SEGMENTO ORGANICOS,BANANA,FRUTAS/FRUTOS,150,29.9999866666667%,Fev
13,SEGMENTO ORGANICOS,BANANA,FRUTAS/FRUTOS,201.8,11.4242269573835%,Mar
23,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,296.8,5.11294811320755%,Fev
24,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,570,30.1052631578947%,Jan
23,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,597,20.9620201005025%,Jan
04,SEGMENTO ORGANICOS,BANANA,FRUTAS/FRUTOS,760,26.802672368421%,Jan
10,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,778,27.8912956298201%,Abr
02,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,1085,14.4277465437788%,Abr
10,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,1837.3,21.5254231753116%,Mar
10,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,1885.62,35.4390317243135%,Fev
16,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,3388.5,18.4135095174856%,Abr
12,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,4150,9.9386773493976%,Mar
12,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,5200,6.14657923076923%,Fev
21,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,5322.14,39.9807661955529%,Fev
21,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,7434.5,28.3829340238079%,Jan
02,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,7904,19.0141234817813%,Mar
13,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,8322.04,9.13094000990142%,Abr
11,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,9310.6,35.0736664661783%,Abr
02,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,9813.5,18.9592212768126%,Jan
02,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,11490,22.2784730200174%,Fev
10,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,14842.11,36.6395705866619%,Jan
13,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,20671.9,20.0255257136499%,Jan
13,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,23400.55,22.1896624224645%,Fev
16,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,24916.7,23.5188792657133%,Jan
13,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,25186.42,15.9115762780101%,Mar
16,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,30257.36,19.8146737851551%,Fev
11,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,34492.05,35.1009975052222%,Mar
11,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,38452.2,32.1623790056225%,Fev
01,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,41340,-6.48701652152879%,Mar
11,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,44114.29,34.602868367597%,Jan
16,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,44692.64,18.3084489750438%,Mar
03,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,45561.6,0%,Jan
01,FLV IMPORTADOS,BANANA,FRUTAS/FRUTOS,61500,-0.877183073170729%,Mar
09,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,72860.37,27.6274473763995%,Abr
12,FLV IMPORTADOS,BANANA,FRUTAS/FRUTOS,92550,13.4173088708806%,Abr
01,FLV IMPORTADOS,BANANA,FRUTAS/FRUTOS,138680,-57.0024155393712%,Fev
12,FLV IMPORTADOS,BANANA,FRUTAS/FRUTOS,193257.99,5.49288555676275%,Fev
05,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,225866.15,14.2535681862909%,Abr
09,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,272886.29,28.62971224388%,Fev
12,FLV IMPORTADOS,BANANA,FRUTAS/FRUTOS,275515.46,16.3113396177477%,Jan
09,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,315568.96,26.4676908717509%,Jan
04,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,326153.59,20.7241357545689%,Abr
01,FLV IMPORTADOS,BANANA,FRUTAS/FRUTOS,327600,19.1353598168498%,Jan
09,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,372772.29,26.9796472023175%,Mar
12,FLV IMPORTADOS,BANANA,FRUTAS/FRUTOS,713849.56,14.4969386476893%,Mar
05,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,893535.19,23.8014296314395%,Fev
05,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,955760.04,20.0071335332243%,Jan
05,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,1145906.68,26.8851629846508%,Mar
04,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,1623534.36,30.9971184896882%,Fev
04,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,1985854.55,27.2649390102615%,Jan
04,FLV NACIONAIS,BANANA,FRUTAS/FRUTOS,2263676.46,29.2545526430929%,Mar
04,SEGMENTO ORGANICOS,ATEMOIA,FRUTAS/FRUTOS,-324,42.6203703703704%,Mar
16,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,67.6,-33.1360946745562%,Mar
11,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,75,13.3333333333333%,Fev
11,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,100,15%,Jan
24,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,270,-64.3703703703703%,Abr
09,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,341.96,20.6265586618318%,Abr
09,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,379.34,36.6373701692413%,Mar
15,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,460.6,26.1832392531481%,Fev
05,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,525,55.5555561904762%,Mar
04,SEGMENTO ORGANICOS,ATEMOIA,FRUTAS/FRUTOS,540,44.5648148148148%,Fev
04,SEGMENTO ORGANICOS,ATEMOIA,FRUTAS/FRUTOS,898,36.4640501113586%,Jan
09,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,930.07,23.1458352597116%,Fev
10,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,8813.5,31.9674306461678%,Abr
10,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,28568.7,29.257090627155%,Fev
10,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,34423.9,24.7877262309035%,Jan
10,FLV NACIONAIS,ATEMOIA,FRUTAS/FRUTOS,35280.4,17.9807354508453%,Mar
04,SEGMENTO ORGANICOS,ASPARGO,VERDURAS,-34.32,7.37587412587413%,Jan
13,FLV NACIONAIS,ASPARGO,VERDURAS,140,69.9270714285714%,Fev
15,FLV NACIONAIS,ASPARGO,VERDURAS,266,43.7769436090226%,Abr
13,FLV NACIONAIS,ASPARGO,VERDURAS,268.8,25.5952380952381%,Abr
05,FLV NACIONAIS,ASPARGO,VERDURAS,429,23.0769230769231%,Abr
15,FLV NACIONAIS,ASPARGO,VERDURAS,473,26.0042283298097%,Fev
05,FLV NACIONAIS,ASPARGO,VERDURAS,770,52.7629428571428%,Jan
13,FLV NACIONAIS,ASPARGO,VERDURAS,799,-44.6808510638298%,Jan
15,FLV NACIONAIS,ASPARGO,VERDURAS,946,48.9464408033827%,Mar
05,FLV NACIONAIS,ASPARGO,VERDURAS,1004,35.6838167330677%,Fev
05,FLV NACIONAIS,ASPARGO,VERDURAS,1353,20.8573540280857%,Mar
13,FLV NACIONAIS,ASPARGO,VERDURAS,1375,29.0909090909091%,Mar
04,SEGMENTO ORGANICOS,AMORA,FRUTAS/FRUTOS,-47,62.2384893617021%,Mar
13,FLV NACIONAIS,AMORA,FRUTAS/FRUTOS,7.5,20%,Fev
13,FLV NACIONAIS,AMORA,FRUTAS/FRUTOS,60,-6.66666666666667%,Mar
05,FLV NACIONAIS,AMORA,FRUTAS/FRUTOS,170,41.1764705882353%,Fev
13,FLV NACIONAIS,AMORA,FRUTAS/FRUTOS,237,54.8902953586498%,Jan
04,SEGMENTO ORGANICOS,AMORA,FRUTAS/FRUTOS,444.61,30.4180157891185%,Fev
04,SEGMENTO ORGANICOS,AMORA,FRUTAS/FRUTOS,591.94,53.8492313410143%,Jan
16,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,90,24.4444444444444%,Abr
13,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,100,41.067%,Abr
13,SEGMENTO ORGANICOS,AMENDOIM,FRUTAS/FRUTOS - ORGANICOS,105,39.94%,Fev
13,SEGMENTO ORGANICOS,AMENDOIM,FRUTAS/FRUTOS - ORGANICOS,215,30.0553488372093%,Mar
10,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,272.4,53.9107929515418%,Abr
09,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,311.8,44.1793329057088%,Abr
04,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,318,41.9427452830189%,Abr
02,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,489,33.9533537832311%,Abr
21,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,576.49,78.024515603046%,Fev
16,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,593,32.5463743676223%,Mar
05,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,645,47.8842620155039%,Abr
13,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,660,27.2%,Fev
21,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,1371.1,77.8592721172781%,Jan
10,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,1452.8,61.1279852698238%,Fev
02,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,2392,27.6912596153847%,Fev
05,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,2492.75,47.8100403169191%,Jan
04,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,2520.5,40.8315885736957%,Fev
09,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,2618.8,38.9596303650527%,Jan
05,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,2702,47.950603626943%,Fev
04,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,3034.84,44.7265730648074%,Jan
09,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,3047.3,40.8394244084928%,Fev
02,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,3133,27.6743868496649%,Mar
10,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,3436,64.3662820139697%,Mar
09,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,3477.68,38.1590413724092%,Mar
10,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,3550,60.7346478873239%,Jan
02,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,3618,30.142369541183%,Jan
05,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,3912.5,48.5842642811502%,Mar
04,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,4079.4,25.3423469137618%,Mar
13,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,4870,48.3311137577002%,Mar
11,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,8585,39.826144321491%,Abr
11,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,29535,41.2288156763162%,Jan
11,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,34320,40.0564010780886%,Fev
11,FLV NACIONAIS,AMENDOIM,FRUTAS/FRUTOS,37012,40.0042979574192%,Mar
21,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,-3937.5,32.6839420952381%,Abr
13,SEGMENTO ORGANICOS,AMEIXA,FRUTAS/FRUTOS,41,43.3086097560976%,Jan
16,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,72,-87.5%,Jan
12,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,75,63.3812533333333%,Mar
04,SEGMENTO ORGANICOS,AMEIXA,FRUTAS/FRUTOS,76.8,27.9935546875%,Mar
13,SEGMENTO ORGANICOS,AMEIXA,FRUTAS/FRUTOS - ORGANICOS,95,7.68673684210527%,Mar
13,SEGMENTO ORGANICOS,AMEIXA,FRUTAS/FRUTOS,224,91.06009375%,Mar
13,SEGMENTO ORGANICOS,AMEIXA,FRUTAS/FRUTOS,232,46.4598663793103%,Fev
13,SEGMENTO ORGANICOS,AMEIXA,FRUTAS/FRUTOS - ORGANICOS,250,64.926264%,Fev
16,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,436.5,2.99906071019472%,Mar
15,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,499,-7.19507615230459%,Fev
24,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,835,-28.8957437125748%,Abr
24,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,874.96,63.1582895218067%,Fev
23,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,974.2,23.3708304249641%,Jan
23,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,1195.03,21.9487979381271%,Abr
15,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,1199.84,-4.0922339645286%,Abr
13,SEGMENTO ORGANICOS,AMEIXA,FRUTAS/FRUTOS - ORGANICOS,1417.5,5.99327336860671%,Jan
15,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,2004,-10.9556651696607%,Jan
21,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,2937.4,3.96400796622864%,Fev
02,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,3278.15,19.5921089638973%,Fev
13,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,3637,46.3575592521309%,Fev
15,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,3678.8,16.3004191584212%,Mar
13,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,3803,37.1041490928215%,Jan
24,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,3941.94,-12.2854520870434%,Mar
24,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,4188.31,37.7822737571956%,Jan
13,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,4430.7,8.8754539914686%,Abr
11,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,4930.2,28.668190337106%,Fev
05,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,5084.63,46.3451802786043%,Abr
21,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,5625,32.6839422222222%,Mar
02,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,5855,9.56856105892399%,Jan
02,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,6169.48,16.1470948929245%,Mar
13,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,6863.2,30.1579851964099%,Mar
12,FLV IMPORTADOS,AMEIXA,FRUTAS/FRUTOS,7063.48,66.4360912751221%,Abr
01,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,7800,9.44063205128205%,Abr
11,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,8165.75,25.2090360346569%,Jan
23,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,8271.3,17.8532196873526%,Fev
01,FLV IMPORTADOS,AMEIXA,FRUTAS/FRUTOS,8320,15.100625%,Abr
23,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,9397.89,16.8602887456653%,Mar
02,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,12134.71,22.700040792075%,Abr
11,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,16183.06,27.6761030979308%,Abr
21,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,16436.9,30.0198961483005%,Jan
09,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,17380.42,25.4409484350782%,Abr
12,FLV IMPORTADOS,AMEIXA,FRUTAS/FRUTOS,20150,13.7349875930521%,Jan
04,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,25844.38,37.818252324103%,Abr
10,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,27096.95,19.2616361620035%,Abr
11,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,42066.15,25.6421665638524%,Mar
01,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,55120,15.2420285377358%,Mar
09,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,65240.83,30.4845732189489%,Fev
04,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,71576.7099999999,28.5454823643053%,Jan
09,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,83090.0199999999,26.9032522437712%,Jan
01,FLV IMPORTADOS,AMEIXA,FRUTAS/FRUTOS,100377,12.8532793667872%,Mar
04,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,103124.85,28.1975039284906%,Fev
09,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,108115.5,24.6433631162969%,Mar
10,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,160827.33,30.5850732335108%,Fev
05,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,162810.83,31.8919071906947%,Fev
05,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,175037.97,29.1182569416227%,Mar
05,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,185581.09,36.5061467092362%,Jan
10,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,188947.94,44.3318859469968%,Jan
04,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,190276.84,29.354957629105%,Mar
10,FLV NACIONAIS,AMEIXA,FRUTAS/FRUTOS,191658.08,34.7868914475196%,Mar
12,FLV IMPORTADOS,AMEIXA,FRUTAS/FRUTOS,336830.8,46.6887428376503%,Mar
24,FLV NACIONAIS,ALIMENTO,ACUCARES E CONFEITARIA,110,-91.0545454545454%,Fev
14,ALIMENTOS INDUSTRIALIZADOS,ALIMENTO,ACUCARES E CONFEITARIA,1216.44,-112.529620038802%,Jan
14,ALIMENTOS INDUSTRIALIZADOS,ALIMENTO,ACUCARES E CONFEITARIA,4392.53,-92.040925161581%,Fev
14,ALIMENTOS INDUSTRIALIZADOS,ALIMENTO,ACUCARES E CONFEITARIA,4808.08,-110.96209796842%,Mar
13,FLV NACIONAIS,ALHO,TUBERCULOS - ORGANICOS,7,43.0535714285714%,Mar
13,SEGMENTO ORGANICOS,ALHO,TUBERCULOS,12.8,29.966328125%,Fev
09,SEGMENTO ORGANICOS,ALHO,TUBERCULOS - ORGANICOS,24,39.5416666666667%,Mar
13,FLV NACIONAIS,ALHO,TUBERCULOS - ORGANICOS,32.75,42.0194809160305%,Jan
05,SEGMENTO ORGANICOS,ALHO,TUBERCULOS - ORGANICOS,40.8,32.7107843137255%,Jan
10,SEGMENTO ORGANICOS,ALHO,TUBERCULOS - ORGANICOS,42.5,27.5294117647059%,Mar
13,SEGMENTO ORGANICOS,ALHO,TUBERCULOS,76.8,39.128984375%,Jan
21,FLV NACIONAIS,ALHO,TUBERCULOS,100,-30.20804%,Abr
05,FLV NACIONAIS,ALHO,TUBERCULOS - ORGANICOS,124.8,41.3333333333333%,Jan
13,SEGMENTO ORGANICOS,ALHO,TUBERCULOS - ORGANICOS,218.7,34.6946502057613%,Abr
13,SEGMENTO ORGANICOS,ALHO,TUBERCULOS - ORGANICOS,828.3,62.7742979596764%,Fev
24,FLV NACIONAIS,ALHO,TUBERCULOS,1110,-69.6297%,Abr
04,SEGMENTO ORGANICOS,ALHO,TUBERCULOS,1139.22,52.8184450764558%,Abr
23,FLV NACIONAIS,ALHO,TUBERCULOS,1145,10.6332951965065%,Jan
04,SEGMENTO ORGANICOS,ALHO,TUBERCULOS - ORGANICOS,1291.13,42.3348593867388%,Abr
02,FLV NACIONAIS,ALHO,TUBERCULOS,1358.16,21.7512244507274%,Abr
23,FLV NACIONAIS,ALHO,TUBERCULOS,1722.5,20.756351233672%,Mar
24,FLV NACIONAIS,ALHO,TUBERCULOS,1858,11.0853606027987%,Jan
04,SEGMENTO ORGANICOS,ALHO,TUBERCULOS,3266.91,56.0959919312133%,Jan
13,SEGMENTO ORGANICOS,ALHO,TUBERCULOS - ORGANICOS,3330.2,50.6455167857786%,Jan
04,SEGMENTO ORGANICOS,ALHO,TUBERCULOS,3459.29,56.7111167320462%,Fev
13,SEGMENTO ORGANICOS,ALHO,TUBERCULOS - ORGANICOS,3727.3,62.5856225686153%,Mar
04,SEGMENTO ORGANICOS,ALHO,TUBERCULOS - ORGANICOS,4273.14,43.5593331835606%,Mar
04,SEGMENTO ORGANICOS,ALHO,TUBERCULOS,4736.56,52.7333993446721%,Mar
16,FLV NACIONAIS,ALHO,TUBERCULOS,5218.26,-34.4063984929842%,Abr
24,FLV NACIONAIS,ALHO,TUBERCULOS,6332.26,-8.36830183852211%,Mar
24,FLV NACIONAIS,ALHO,TUBERCULOS,8073,21.1883231760188%,Fev
10,FLV NACIONAIS,ALHO,TUBERCULOS,8227.54,29.2280685356741%,Abr
21,FLV NACIONAIS,ALHO,TUBERCULOS,8470,-8.37470531286897%,Mar
23,FLV NACIONAIS,ALHO,TUBERCULOS,9508,11.231754101809%,Fev
04,SEGMENTO ORGANICOS,ALHO,TUBERCULOS - ORGANICOS,9792.44,42.4408046411313%,Fev
04,SEGMENTO ORGANICOS,ALHO,TUBERCULOS - ORGANICOS,9860.01,45.168739484037%,Jan
16,FLV NACIONAIS,ALHO,TUBERCULOS,9992.3,25.3465140157922%,Fev
16,FLV NACIONAIS,ALHO,TUBERCULOS,10347.2,31.0015144193599%,Jan
13,FLV NACIONAIS,ALHO,TUBERCULOS,10530.65,30.7710516444854%,Abr
16,FLV NACIONAIS,ALHO,TUBERCULOS,11028.29,29.3543406094689%,Mar
11,FLV NACIONAIS,ALHO,TUBERCULOS,12799,17.7015488710055%,Abr
